barcode,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22
cell_0203,0.964085,0.85947275,0.89835614,0.8491065,0.9003508,0.8788144,1.8556815,3.7377071,0.9800373,0.35448894,0.8741432,0.85193336,0.91013014,0.7787394,0.82544684,0.9213023,1.0406415,1.0295044,0.8259259,0.8549637,0.89364123,0.8885302
cell_0204,0.9078773,0.96301377,0.891753,0.89662194,0.848491,0.90899116,1.7828176,4.0894804,0.9532738,0.32999903,0.9313079,0.91663873,1.0224328,0.89605886,0.8242581,0.90685064,0.87430334,0.8357871,0.8648511,0.9615906,0.8614501,0.8189693
cell_0205,0.8564765,0.9908392,0.8255405,0.8981252,0.90776855,0.86917895,1.5440224,3.4468927,0.9086326,0.34129766,1.0346586,0.82608235,0.9145522,0.8793041,0.9904858,0.8950357,0.7401183,0.97099024,0.88835925,0.84607637,0.9515561,1.0185901
cell_0206,0.82015693,0.8696437,0.894276,0.8080433,0.83867973,0.93577814,1.9922764,4.013531,0.93614906,0.3502979,0.82608914,0.9459673,0.869118,0.8853034,0.9586831,0.9282866,0.81232893,0.9001697,0.92716736,0.8994538,0.8331502,0.7776196
cell_0207,0.9229821,0.9022021,0.8082306,0.86771077,0.92750627,0.92456347,1.8086878,3.546423,0.8314845,0.35288683,0.9469699,0.8596771,1.0165702,0.9516654,1.0176638,0.9602975,0.82473993,0.95660734,0.87190634,0.7618786,0.8678123,0.8866859
cell_0208,0.82572216,0.9790272,1.010968,0.9141055,0.92319924,0.9498185,1.9923003,3.0261695,0.9103392,0.34121066,0.83576995,0.98585415,0.94186646,0.97833073,0.9459957,0.85381365,0.97217387,0.9494915,0.8201098,0.9885535,1.0719461,0.9385739
cell_0209,0.8696464,0.92533153,0.9800857,0.86656153,0.84276694,0.9848857,1.7265689,4.423574,1.0298294,0.34086502,0.8466845,0.82942456,0.9879544,0.9011084,1.0225279,1.0610385,0.83563256,1.0703857,0.8711697,0.760451,0.82762855,0.88126326
cell_0210,0.8653885,0.8696699,0.897277,0.84236115,0.91284525,0.9473213,1.6961426,3.3476744,0.89150137,0.3147877,0.97006357,0.7037407,0.9650946,0.9117898,0.9300428,0.88222873,0.9592654,0.83797276,0.89209914,0.933685,0.995688,0.968979
cell_0211,0.9864697,0.9266533,0.8840873,0.917921,0.92106557,0.94001,1.7332951,3.243181,0.95280695,0.35534787,1.0069569,0.8412713,0.8666016,0.81479067,0.8628967,0.9703875,0.94973695,1.0581998,0.90330684,0.8344012,0.84209096,0.87911606
cell_0212,0.9307567,0.92021185,0.77871245,0.9257188,1.0179107,0.93620306,1.8938775,3.7980766,1.0207942,0.31490457,0.89166266,0.8859162,0.806247,0.9115766,0.9287836,0.9041246,0.7623875,0.77733,0.9359474,0.9176176,0.9147284,1.0330243
cell_0213,0.8795337,0.94046354,0.8060783,0.95085555,0.9466337,0.8665396,1.7800289,3.784311,1.0234743,0.29616684,0.8533082,0.8005331,0.99948364,0.81434476,0.96411705,0.8801107,0.81246364,0.9079641,0.93234247,0.7015719,1.0012537,0.9818956
cell_0214,0.9467793,0.79578346,0.7440243,0.8907749,0.99959207,0.9381622,1.8208961,3.1707933,0.8663624,0.33863452,1.0408052,0.8587152,0.926485,0.8303535,0.79396635,0.8314919,0.85162014,0.98472285,0.8214825,0.8465705,0.92323494,0.88484466
cell_0215,0.92572063,0.9136823,0.9566325,0.97443384,0.86798024,0.944191,1.8797241,2.556459,1.0010121,0.35394126,0.8889359,0.87356675,0.87096286,0.89544183,0.8744237,0.9409702,0.8808727,0.8646959,0.84927344,0.7508476,0.98857003,0.8809744
cell_0216,0.90809214,0.93825686,0.8242087,0.9497483,0.99393356,1.0087719,1.7166661,3.2863483,1.0151476,0.35636306,0.8144088,0.8632188,0.81845677,0.8983067,0.9431359,0.96739507,0.8218697,0.904449,0.9468292,1.0859523,0.97270674,0.90575606
cell_0217,0.9231732,0.92938524,0.89233726,0.7969266,0.951567,0.84803087,1.9453317,3.4416997,0.8763385,0.31058496,0.94256973,0.87328637,1.0626341,0.82488734,0.7218343,0.96272343,0.8156765,0.8675725,0.93717813,0.8654547,0.72567713,0.9793341
cell_0218,0.8950033,0.8732735,0.8844578,0.9371694,0.78925073,0.9232329,2.1312966,3.5804803,0.8636758,0.3017568,0.84885114,0.84920424,0.8962244,0.8826169,0.8928949,0.83389455,0.89771277,0.86924165,0.84296256,0.80266124,0.94350016,0.9479184
cell_0219,0.8100459,0.955346,0.87852955,0.9365521,0.94721603,0.77949864,1.7084895,3.3692424,0.83145857,0.34268472,0.9510996,0.9390908,0.9489206,0.74641067,0.9112963,0.8026339,0.9568333,1.0150317,0.8781413,0.94690907,1.0374964,0.9089187
cell_0220,0.90287375,0.8784615,0.95835483,0.8357993,1.0533673,0.75114495,1.9638253,3.3478606,0.8712849,0.3544448,0.91450006,0.74350095,0.9190601,0.91398466,0.81335914,0.8779087,0.93253714,0.97933173,0.94098794,0.92073774,0.9024733,0.8473585
cell_0221,0.92380005,0.91438526,0.8145985,0.9151306,0.9302063,0.85171455,1.7127824,4.632036,0.8984173,0.34736073,0.93332285,0.97694886,0.9479774,0.7929121,0.9463994,1.0100089,0.90177816,0.9775601,0.87857383,0.7144772,0.7538502,0.9729324
cell_0222,0.9195558,0.871477,0.8618774,0.79304457,0.90070635,0.8479432,1.8670263,4.404497,1.0269783,0.34023803,0.85923433,0.8387121,0.7890855,0.857953,1.0009165,0.81361306,0.9534777,0.9067172,0.946333,0.8545577,0.86332875,0.8027711
cell_0223,0.9353547,0.8588709,0.9159095,0.88802236,0.93541014,0.89399356,1.7945373,3.8298373,0.8129711,0.33751494,0.9539996,0.87409157,0.8201304,0.97696984,0.8611755,0.8597589,0.83135605,0.90478826,0.92101294,0.8744836,0.9120064,0.8327727
cell_0224,0.92227674,0.84602374,0.83515763,0.9516841,0.7532827,0.9084904,1.8350495,4.509826,0.8074056,0.33888432,0.91276306,0.83249706,0.9206709,0.8786424,0.95170385,0.790839,0.91615653,0.94963366,0.89316714,0.84156185,0.86087483,0.9736789
cell_0225,0.9693324,0.9348856,0.912792,0.89538264,0.88016903,0.8288316,1.8275667,3.6860542,1.0108268,0.35167578,0.89393204,0.9362646,1.0057485,0.9035457,0.9489503,0.7459264,0.87586206,0.87393564,0.9588112,0.943985,0.775811,0.8147768
cell_0226,0.9248431,0.86769545,0.9048854,0.9096186,0.83204365,0.8944608,1.7424467,3.288533,0.79930323,0.32195804,0.9600914,1.0190485,0.7675621,1.0366656,0.91009325,0.9219175,0.848531,1.0235991,0.81532735,0.8478396,0.9919044,0.8555871
cell_0227,0.8718247,0.8698974,0.9910656,0.8617591,1.005252,0.911741,1.8755469,4.3134713,0.94603306,0.36107224,0.8425387,0.8404601,0.94104224,0.92271906,0.884646,0.87659746,0.8689945,0.84747326,0.8385226,0.9253834,0.8169057,1.015018
cell_0228,0.9252373,0.93383896,0.9427464,1.0665487,0.9860482,0.8487337,1.7600851,3.2385461,0.8659638,0.36614344,0.8208396,0.7591094,0.93771887,0.8177223,0.87074906,0.8748546,0.9565856,0.86351454,0.8960118,0.9308391,0.96658546,0.83032113
cell_0229,0.8896998,0.922617,0.83399844,1.0288458,0.8933352,0.90581477,1.89882,3.7883728,0.85791105,0.37225372,0.8472784,1.0408471,0.8511711,0.85652435,0.92496425,0.7323791,0.7967862,0.8710079,0.9665942,1.0239297,0.973585,0.94126606
cell_0230,0.88103366,0.9209787,0.97501415,0.93824244,0.88376105,0.848324,1.76222,3.9450684,0.8644793,0.32870483,0.96375877,0.96943814,1.0138696,0.8861285,0.9310177,0.82673645,0.9931841,0.9028724,0.86799735,0.9908424,0.8223752,0.89791507
cell_0231,0.82019794,0.82282335,0.9254509,0.92456067,0.9666866,0.8929273,1.6529758,3.9465628,0.90846735,0.3324184,0.83680844,1.0320398,1.0121286,0.9286862,0.7856952,0.8872383,0.95268226,0.89410007,0.85974455,0.8564264,0.91394466,1.0009218
cell_0232,0.89329594,0.87262386,0.9049309,0.90127456,0.8923145,0.9540672,1.8156234,3.9482465,0.9408292,0.33183247,1.0034447,0.87325907,0.85905683,0.8309273,0.8468305,0.9105842,0.7725227,0.90134937,0.9513495,1.0606353,1.0973427,0.75475866
cell_0233,0.9512293,0.8755631,0.96857226,0.9877364,0.89635986,0.97172326,1.7580829,4.3067436,0.8645632,0.37917677,0.82833004,0.88947767,0.88414323,0.8580848,0.8362524,0.92447376,0.9022331,0.90002716,0.9483632,1.0122534,0.88125086,1.0923157
cell_0234,0.8585266,1.0020969,0.88446534,0.8528329,0.9093832,0.9642319,1.9084365,3.0837107,0.8663112,0.35083088,0.99696237,0.92476034,0.908738,0.85275525,0.8464427,0.92336977,0.76975536,1.0256788,0.9438694,0.96714884,0.8630479,0.77747816
cell_0235,0.862578,0.903764,0.8890887,0.94764805,1.0302565,0.9194619,1.5440673,3.8003547,0.88555354,0.3597091,0.90619123,0.8823394,0.8675305,0.9804786,1.0593381,0.8938061,0.84489584,0.90670663,0.9209423,0.9344494,1.0301152,0.9037723
cell_0236,0.859135,1.0211024,0.850217,0.83709866,0.894247,0.87512255,2.0000565,2.7885213,0.9608742,0.353255,0.93755674,0.9164652,0.8832602,1.0357431,0.90113276,0.863555,1.0268725,0.88280636,0.8589474,0.9185734,0.90558916,1.0512025
cell_0237,0.93667346,0.932881,0.9005544,0.8851923,1.0183963,0.985689,1.7328644,2.7708967,0.82352656,0.33462286,0.81663597,0.89113367,0.9549874,0.8678763,1.0937074,0.96013373,0.91271675,0.9144522,0.8932851,0.9418838,1.0527897,1.0008364
cell_0238,0.8412078,1.0008162,0.8631731,0.9532899,0.90899503,0.9190194,1.6806107,4.3601923,0.9571564,0.34302586,0.7865922,0.83374345,0.89024913,0.9873173,0.9646415,0.95682806,0.90528715,0.97709316,0.9095814,0.97924066,0.7901661,0.9335417
cell_0239,0.8631517,0.90254664,0.85347533,0.8488328,0.86208194,0.9192613,1.9253713,3.4830198,0.9555487,0.349925,0.8974273,0.8588942,0.93516415,0.85428506,0.97801864,0.87273985,0.8446708,0.8922469,0.8308993,0.82869273,0.8267382,0.9541883
cell_0240,0.840017,0.8750186,0.8020046,0.84902406,0.91275406,1.0376279,1.8258392,3.5610564,0.8910562,0.3136827,0.84897685,0.8885793,0.9717369,0.92343956,0.8388498,0.8882168,0.96598166,0.9198862,0.816258,0.90619487,0.9652636,0.9563625
cell_0241,0.91190165,0.92468214,0.84988904,0.8532146,0.9630809,0.9015715,1.870241,3.3665817,0.9057062,0.3397281,0.9160407,1.0296016,0.91491485,0.8911458,0.9075355,0.90206057,1.0345736,1.0235556,0.8243947,0.80512726,0.785106,0.9736391
cell_0242,0.95179075,0.83621466,0.93824935,0.7885807,0.9128971,0.91365534,1.8593618,4.1132402,1.047218,0.34770393,0.84421563,0.9220797,0.86870486,0.88184184,0.90959746,0.88020056,0.83877695,0.8173996,0.8889919,0.9474864,0.759972,0.7200491
cell_0243,0.94045424,0.8901966,0.8766198,0.9115013,0.9781432,0.867706,1.737365,4.3177476,0.8373523,0.35710737,0.8659266,0.899678,0.8824025,0.83780533,0.99506855,0.89816576,1.011513,0.9423222,0.9150229,0.78947103,0.88444215,0.996528
cell_0244,0.9064179,0.93142444,0.95546114,0.7596709,0.88941944,0.99312997,1.6901745,2.677167,1.0229702,0.38498512,0.91799885,0.86024696,1.008344,0.84392077,0.91456234,0.8349515,0.9866214,0.7939463,0.8977448,0.95946985,0.93627906,0.83833444
cell_0245,0.9314596,0.9470018,0.97055715,0.88744056,0.9090862,0.96149,1.8309433,2.9218116,0.9376911,0.31719682,0.907373,0.9856301,0.8689685,0.90978914,0.9255113,0.91933435,0.86033505,0.9258242,0.92193234,0.94791126,0.8940701,0.8541389
cell_0246,0.9623411,0.8581533,0.92150855,1.0076109,0.9682765,0.94139546,1.6523509,3.4700658,0.8287216,0.35270685,0.8620505,0.90689176,0.9411404,0.8899775,1.0099338,0.8154516,0.93581426,0.91260844,0.9413393,0.89027613,0.7777976,0.9767165
cell_0247,0.8836672,0.8105118,0.83335876,0.795464,0.94882584,0.94787043,1.688161,3.78004,0.91520846,0.34435397,0.8534349,0.93071926,0.8654153,0.71901846,0.89412546,0.8969606,0.925485,0.82803065,0.946981,0.931082,0.9427975,0.8075253
cell_0248,0.91065216,0.8819559,0.86513597,0.92649645,0.8320379,0.91109246,1.6270682,3.7316742,0.8284637,0.34062368,0.86575794,0.96280116,1.0119945,1.0026057,0.84907407,0.8124559,0.86753625,0.8216637,0.83742917,0.8791981,0.9868651,1.0210612
cell_0249,0.97881234,0.7950789,1.0136403,0.8290122,0.8945459,0.99400777,1.9066037,3.9797845,0.9028898,0.33289802,0.76432997,0.83067584,0.85568243,0.7473267,0.8603434,1.0226895,0.89943236,0.79532486,0.8026776,0.81249654,0.82406163,0.9304976
cell_0250,0.88571477,0.96270144,0.80826837,0.7639064,0.85622805,0.905297,1.765261,4.1108656,0.96059877,0.33298448,0.9118065,0.9068567,1.026745,0.97208625,0.96415997,0.8632825,0.8222683,0.8577519,0.879625,1.0304406,0.8599876,0.9676845
cell_0251,0.9660601,0.8650194,0.8135101,0.9817505,0.9554446,0.9746207,1.8781153,3.5236661,0.891341,0.30885336,0.8170702,0.9352707,0.76366985,0.88593644,0.87614316,0.9191037,0.9288345,0.93378735,1.0348935,0.9333446,0.94983363,0.8612885
cell_0252,0.9331683,0.94806707,0.8297207,0.9624751,0.9357979,0.9257266,1.7176598,3.099011,0.91681683,0.33848915,1.0045483,0.9700898,0.7888725,1.0351028,0.87010354,0.78659266,0.8985609,0.7848875,0.9807604,1.101943,0.8775812,0.84133255
cell_0253,0.79970765,0.86861014,1.0666187,0.9765388,0.8750882,0.84174204,1.685539,4.5625424,0.9666693,0.36192447,0.8909948,0.9581434,0.977198,1.0682374,0.87718767,0.8952128,0.9663506,0.818154,0.9481929,0.8608226,0.9933725,0.85615426
cell_0254,0.92571646,0.87586683,0.9582022,0.97213006,0.85220534,0.917514,1.9869026,3.0044472,0.9111837,0.36597216,0.7460537,0.87900335,0.77369475,0.93826675,0.94918704,0.990282,0.9010128,0.8122216,0.94702345,0.9102028,0.87865424,0.89204746
cell_0255,0.9064498,0.96733713,1.0231682,0.9166262,0.8734567,0.9486512,1.8576432,3.0598123,0.85724056,0.3178989,0.8574593,0.81944543,0.8810877,0.959317,0.88409466,0.9167704,0.94872797,0.86018384,0.8295267,0.8571141,0.82959217,0.77068657
cell_0256,0.912474,0.87325627,0.9165254,0.7796927,0.8766658,0.94729656,1.8285313,3.9868314,0.8464923,0.3496577,0.81648636,0.8278284,1.0826979,1.0198494,0.8693439,0.8350567,0.8493115,0.8584745,0.854612,0.88268363,0.8852121,1.0282134
cell_0257,0.86863035,0.96009874,0.8870753,0.8832716,0.78493977,0.9257624,1.9801421,3.967151,0.9210249,0.34240368,0.9354996,0.964307,0.78581077,0.8087924,0.7318578,0.8473205,0.86982125,0.9763938,0.8351595,0.85349584,0.7174054,1.0239863
cell_0258,0.85832405,0.9139665,1.0102237,0.8846079,0.9527764,0.9459597,1.7274611,3.1262066,1.0101268,0.36066908,0.9642641,0.9412826,0.8250267,0.92026865,0.89184266,0.9192736,0.8262397,0.9716856,0.8306603,1.0124905,0.7844061,0.8379849
cell_0259,0.9272546,1.0435176,0.87397045,1.0195321,0.9793553,0.9119526,1.6482315,3.2577398,0.85761327,0.3714642,0.8509972,0.8057093,0.8976681,0.9966575,0.8453374,0.8630844,1.0511215,1.0186672,0.93114775,0.87038344,0.9643563,0.92745656
cell_0260,0.9272366,0.9551123,0.8737713,0.994577,0.95388395,0.82544416,1.7859582,4.1219893,0.9573412,0.35249582,0.9947936,0.9179092,0.7888978,0.8477155,1.038596,0.8245236,0.7959606,0.9222255,0.92098665,0.96326035,0.81606454,0.8553227
cell_0261,0.88813883,0.9051567,0.9722037,0.9319876,0.9207115,0.7926761,1.7257503,3.8622005,0.8902747,0.32751504,0.91726816,0.9125609,0.8197343,0.98302716,0.83724666,0.8984911,0.8538872,0.8652317,0.7675265,0.75689834,0.8902362,0.7684986
cell_0262,0.9414593,0.87135255,0.8861126,0.938643,0.78085685,1.0382262,1.7612528,3.8842137,0.91261125,0.36551955,0.95276403,0.9044783,0.9763843,0.8556008,0.87594974,0.7763855,0.94308424,0.9812686,0.805543,0.809875,0.7019805,0.9069131
cell_0263,0.9926925,0.8762941,0.9741213,0.9590388,0.813503,0.9789599,1.7512066,3.085369,0.9979316,0.36170116,0.8138387,0.9360857,0.89683497,0.8367628,0.81902534,0.9218396,0.8082387,0.8685677,0.9177978,0.9345798,0.8669812,0.9084456
cell_0264,0.8590988,0.9485547,0.88224745,0.85733676,0.95473135,0.9291983,1.862771,2.2800133,0.8079926,0.33471057,1.0249144,0.79089534,0.87151057,0.8497979,1.0256764,0.86500597,1.0526679,0.82202023,0.97910106,0.9440063,0.7367966,0.9688445
cell_0265,0.9034369,0.8943698,0.9764341,0.9082737,0.9260206,0.99234813,1.9145243,2.5973248,0.801576,0.34866717,0.81780136,0.7993721,1.1267095,0.81614643,0.95281905,0.9440044,0.8943828,0.9265592,0.851668,1.0158762,0.90196186,0.7956467
cell_0266,0.8742605,0.9451666,0.9126073,0.85058653,0.83789706,0.9668625,1.9757603,2.6330488,0.7929528,0.34959885,0.9029181,0.9920156,1.018848,0.94254446,0.82270837,0.85476196,1.0051436,0.87945485,0.9720357,0.89439744,0.85967696,0.9012006
cell_0267,0.9876295,0.9113722,0.9160808,0.93535393,0.94382477,0.9746185,1.7263273,3.6814382,0.89726925,0.33450297,1.0197377,0.88838536,1.0503896,0.9063051,0.9337309,0.9063611,0.8906088,0.91616166,0.85414857,0.8409483,0.69068736,0.9867049
cell_0268,0.8700796,0.98987776,0.83847797,0.794019,0.971008,1.0293896,1.8338488,2.5711946,0.9424816,0.35292393,0.8918977,0.88132703,0.96600425,0.8471761,0.9118689,0.86289084,0.9372815,0.7691114,0.9965821,0.7597914,0.9143363,0.7152567
cell_0269,0.89435226,0.8567519,0.7813936,0.86324155,0.93220276,0.7953596,1.7565616,3.3935173,0.98393065,0.36722326,0.76032066,0.8890788,0.8565992,0.9249713,0.94013774,0.8447176,0.8410876,1.014522,0.9669842,0.9471633,0.8865648,0.89913934
cell_0270,0.89270276,0.867123,0.887068,0.94424665,0.90572673,0.8826522,1.9403167,3.2816424,0.87644523,0.38740572,0.9811128,0.91028416,0.94882613,0.8804219,0.8412339,0.89824563,0.90760374,0.9329936,0.8483609,0.86695784,1.0674306,0.96989614
cell_0271,0.9204773,0.86777574,0.9206372,0.94407433,0.8166739,0.8316452,1.8658961,4.460382,0.95268136,0.3745582,0.9735272,0.847222,0.86965525,0.8679452,0.8462238,0.90700406,0.8826666,0.897246,0.8837113,0.80177575,0.9902971,0.8815541
cell_0272,0.87746143,0.9354116,1.0132319,1.0340472,0.99097997,0.8832346,1.7014536,3.6355236,0.84404534,0.32835895,0.89423156,0.80726516,0.9536053,0.93377733,0.92911285,0.9021816,0.88116384,0.93199784,0.844667,0.88688344,0.73252577,0.9528704
cell_0273,0.89798605,0.88572496,0.8138584,0.8418421,0.9729152,0.8492972,1.8140594,4.0966353,0.87266433,0.32427967,0.86986226,0.9486651,0.9687883,0.9028064,0.95185524,0.8251139,0.8970197,0.94305253,0.89419186,0.8134277,0.7595582,1.0768874
cell_0274,0.8690987,0.93908876,0.9122593,0.8562251,0.94414365,0.919449,1.7958192,3.9300878,0.9414241,0.3482985,0.8763829,0.8439147,1.061127,0.8862296,0.7643154,0.88609827,0.9367963,0.9062133,0.8250547,1.000683,0.87171286,1.1013314
cell_0275,0.9483048,0.9050889,0.82894486,0.96438754,0.8381515,0.803338,1.9388319,4.9719143,0.85017586,0.32255518,0.9365998,0.83688915,0.9133874,0.84455323,0.8821731,0.98517525,0.82546365,0.8863603,0.91379714,0.87335926,1.0250106,0.895388
cell_0276,0.9378822,0.9634426,0.88266814,0.92542213,1.0049164,0.88357794,1.7993939,3.7048144,0.88907117,0.38188478,0.88689476,0.8640716,0.8583689,0.8748031,0.8709341,0.8814418,0.85802823,0.930246,0.8699851,0.86913854,0.8546157,0.99143606
cell_0277,0.89159745,0.92876774,0.915746,0.91752625,0.87003374,0.9374872,1.817975,3.5083246,0.88215476,0.3299968,0.85511637,0.91548634,0.74525976,0.9301444,0.94151175,0.93437445,0.8805108,0.9558923,0.99950904,0.9749908,0.9029498,0.850407
cell_0278,0.9095824,0.9427215,0.97500426,0.8567328,0.97570693,0.90058064,1.7678411,3.6337202,0.8936279,0.31714138,0.9552603,0.8943428,0.84223664,0.9711499,0.845669,0.86840075,0.9338408,0.9582876,0.9763389,0.9948048,0.9952076,0.9631533
cell_0279,0.9923598,0.9538781,0.8847933,0.9380527,0.94466823,0.97297823,1.8682424,3.6862247,0.92945606,0.33958492,0.98610735,0.80417335,0.98221576,0.7840181,0.70744866,0.92772543,0.8437326,0.8975939,0.8748661,0.7964152,0.85516906,0.9616558
cell_0280,0.9042905,0.8798676,0.90401393,0.9287764,0.9693417,0.94302326,1.9068493,4.3560114,0.9077273,0.3261743,0.8345708,0.78923696,0.9524334,0.8515026,0.92767674,0.8052993,0.98509574,0.9977338,0.9236342,0.8709554,0.8493984,0.8850589
cell_0281,0.8907006,0.85996264,0.9588879,0.8301056,1.0003699,0.8814775,1.7514291,3.112429,1.0300443,0.36059055,0.9879416,0.94800407,0.908675,0.89131814,0.8715707,0.8837463,0.8628245,0.9893738,0.89788926,0.8872658,0.96225804,0.8334374
cell_0282,1.0281978,0.923341,0.8429102,0.8159991,0.9709882,0.8439785,1.7882445,3.962083,0.8901383,0.3202701,1.0284691,0.90505415,0.79142344,0.83319294,0.8528754,0.96955645,0.8139567,0.81091577,0.93423414,0.93705046,0.85619104,0.8715195
cell_0283,0.90369684,0.85210997,0.9064867,0.8153837,0.9298978,0.94846296,1.8951212,3.8215294,0.91480154,0.3094707,0.82545245,0.8674254,0.82550865,0.8962434,0.8835997,0.90020245,0.9585521,0.7637483,0.91895646,0.9122657,0.8801811,1.0463241
cell_0284,0.9083052,0.946676,0.7834422,0.9094166,0.8828269,0.78825265,1.7171032,3.1060667,0.8376291,0.37320778,0.9735304,0.95696056,0.94277394,0.99968195,0.86241996,1.054218,0.9959123,0.83389616,0.8749155,0.99083036,0.8889553,0.8202344
cell_0285,0.94075996,0.8260765,0.85348415,0.8605843,0.89046067,0.9340131,1.9683087,3.8178332,0.8258919,0.3459689,0.8346591,0.81292707,1.0068257,1.0098464,0.9554526,0.93252474,0.869349,0.83420193,0.89742523,0.81878316,0.9389566,1.0938663
cell_0286,0.826867,0.9412096,0.8996511,0.8603114,0.9283731,0.9390528,1.9594734,3.32131,0.9113174,0.33600542,0.95281935,0.9253169,0.97236395,0.87328225,0.7896462,0.78114635,0.9231578,0.8721737,0.8309488,0.96764183,0.87253106,1.0341617
cell_0287,0.9436604,0.8931487,0.8614103,0.86705154,0.9712707,0.9197114,1.771595,3.697649,0.86537826,0.33819753,0.9083229,0.89357144,0.86319077,0.872142,0.8428761,0.8408976,1.004471,1.051437,0.9935874,1.0496538,0.97749484,0.95777863
cell_0288,0.8339764,0.85024875,1.041947,0.8501122,0.8707166,0.91492224,1.7957299,3.8536587,0.8226277,0.3549254,0.8041591,0.848354,0.8430737,0.9831567,0.9026291,0.9660109,0.8445651,0.8858469,0.9784878,0.9979355,0.7425038,0.9299287
cell_0289,0.8193941,0.8708932,0.86878246,0.9027712,0.9061281,0.88609034,1.6123489,3.7975278,0.8635423,0.35067093,0.92202795,0.9591707,0.82865876,0.8041475,1.0258625,0.9707802,0.9261598,0.75641966,0.8860661,0.93785,1.036186,0.8089959
cell_0290,0.93334734,0.89459926,0.7974742,0.9182626,0.90596664,0.8868446,1.7779659,3.4874995,0.9377236,0.3528043,0.93749845,0.9615452,0.77279156,0.8491226,0.99849015,0.8628858,0.90965724,1.0058821,0.9428816,0.9985356,0.89978284,0.9502288
cell_0291,0.8500896,0.92911774,0.96286273,0.8199143,0.8836803,0.92552596,1.8377901,2.9706595,0.92504114,0.35177055,1.0111338,0.8651357,0.858132,0.8817306,0.8716338,1.007095,0.97874224,0.75007296,0.96667033,0.99554354,0.9240244,0.8886581
cell_0292,0.97154385,0.9490482,0.89740795,0.8591412,0.9779062,0.92039937,1.7197086,3.9464877,0.9459631,0.3287589,0.92808264,0.82689714,0.9358094,0.7559782,0.9796777,0.9434084,0.8948853,0.9604489,0.86788,0.92346144,0.99195474,0.9385026
cell_0293,0.824015,0.9505936,0.9510505,0.9733478,0.8663877,0.90475905,1.8434234,4.094886,0.9922845,0.36727372,0.9408126,0.91358846,0.8956574,0.8863633,0.91549563,0.96634555,0.88274944,0.9931741,0.7339491,0.7898467,1.0258527,0.983153
cell_0294,0.8909652,0.83541316,0.88124704,0.90490067,0.90075076,0.820951,1.8866363,3.5553794,0.8307878,0.31099752,0.8557108,0.8146192,0.87215793,0.89910495,0.926028,0.91730887,0.95183235,0.94181913,0.9200393,1.0147611,1.1109332,0.98389876
cell_0295,0.8851255,0.9025195,0.82182825,0.9428319,0.8901467,0.87895006,1.850334,3.7801263,0.95582116,0.3764285,0.9388867,0.8913559,0.94739896,0.84806544,0.9500043,0.9321359,0.9794189,0.87777954,0.8538217,0.8104883,0.9014299,0.8751736
cell_0296,0.73544234,0.95339924,0.95765275,0.8128334,1.0248084,0.91979194,1.7073413,3.1775904,0.8771659,0.3124502,0.91804326,1.0176871,0.8142484,0.8654709,0.82813096,1.070658,0.98875797,0.8491245,0.8419747,0.8246153,0.83002335,1.1021149
cell_0297,0.8998469,0.9427178,0.9016859,0.9464518,0.83057255,1.058913,1.6357721,4.405716,0.85513496,0.33813423,0.87596935,0.80447644,0.93210655,0.73021966,0.9965691,0.91511,0.899608,0.8455809,0.87685573,0.82495457,0.96200776,1.0102738
cell_0298,0.9064967,0.9097213,0.90671897,1.0067875,0.87151986,0.8575102,1.7323242,4.245137,0.8661696,0.37604007,0.9106519,0.93722266,0.7688489,0.945591,0.94389486,0.9882772,0.78940487,0.93278193,0.8915739,0.80237055,0.94855183,0.84042406
cell_0299,0.95730734,0.88526314,0.90193564,0.904634,0.9215342,0.93274724,1.968529,3.5681286,0.9184771,0.31933922,0.7457627,0.89931494,1.0166521,0.85735965,0.89090186,0.9092116,0.8232616,1.0299367,0.89220685,0.89435273,0.9027508,0.9361803
cell_0300,0.8832561,0.80560124,0.76729,0.9494987,0.8883498,0.9828682,1.6853278,3.463973,0.9675662,0.34154227,0.85742337,0.92180914,0.9204993,0.8928825,0.9849459,0.8548059,0.90049523,0.87306255,0.81857836,0.7291613,1.0074457,0.9889264
cell_0301,0.9032148,0.8353,1.0435635,0.91778994,0.88308775,0.8807433,1.7439257,3.3629181,0.8700419,0.32413825,0.83579546,0.8210386,0.9011514,0.7976939,0.95594394,0.9376156,1.070796,0.9397033,0.95592755,0.85119677,0.8675837,0.90424246
cell_0302,0.96578306,0.8599903,0.92858535,0.89838964,0.91293204,0.87108076,1.8137487,3.6242287,0.9013807,0.34548843,0.95092094,0.97629994,0.8118346,0.89026743,1.0060378,0.89511937,0.937513,0.83499926,0.9103889,0.88763285,0.72007406,0.8689524
cell_0303,0.8994354,0.9781227,0.9164305,0.8726098,0.86350673,0.8015036,1.9851934,3.5897977,0.81358737,0.33938032,1.0084355,0.90697885,0.73928773,0.9298319,0.86397266,0.8990709,0.9230421,0.96236646,0.88211846,0.84459585,0.9433553,0.9007868
